TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,INCOME,MSTATUS,SEX,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,URBANCITY,NEW_CAR,H_RENTER,JOB_COLOR
0,0,51,0,68245,Yes,M,Bachelors,20,Private,1530,4,Minivan,0,0,No,2,Urban,0,0,White
0,0,30,1,18721,No,F,<High School,9,Private,20650,9,SUV,0,0,No,0,Rural,0,1,White
1,0,48,0,144922,No,M,Masters,31,Commercial,33290,4,Panel Truck,0,0,Yes,0,Urban,0,1,White
0,1,39,1,138,No,M,<High School,35,Private,7550,6,Pickup,0,0,No,0,Rural,1,1,Blue
0,0,59,0,43118,Yes,F,High School,22,Commercial,25060,1,Sports Car,0,0,No,4,Rural,0,0,Blue
1,1,41,1,65885,No,F,High School,51,Commercial,12190,1,SUV,0,0,Yes,4,Urban,0,1,Blue
1,0,57,0,38253,No,F,High School,37,Private,9690,1,SUV,4588,1,No,6,Urban,1,0,White
1,1,37,1,107937,No,F,Masters,35,Private,19130,3,SUV,5730,3,No,1,Urban,0,0,White
0,0,52,0,22658,Yes,M,<High School,17,Commercial,30450,4,Panel Truck,5369,1,No,7,Urban,0,0,White
0,0,50,0,40854,Yes,F,High School,23,Private,12490,10,Minivan,5928,4,No,7,Urban,1,0,White
0,0,48,0,98569,Yes,M,Bachelors,51,Commercial,16550,10,Van,0,0,No,2,Urban,0,0,Blue
0,1,41,1,9836,No,F,High School,40,Private,27910,1,SUV,0,0,No,3,Urban,1,1,Blue
0,0,52,0,51446,Yes,M,High School,19,Private,13330,1,Minivan,0,0,Yes,2,Urban,0,0,White
1,0,47,0,66524,No,M,Bachelors,56,Private,12850,3,Minivan,0,0,No,0,Urban,0,1,White
0,0,55,0,74027,Yes,F,Masters,17,Private,9740,4,SUV,0,0,No,0,Urban,0,0,White
0,0,50,0,46269,Yes,F,Masters,10,Private,19450,4,Pickup,5109,2,No,5,Urban,0,0,White
0,0,61,0,62063,Yes,F,Masters,28,Private,14440,13,Sports Car,4641,1,No,2,Urban,0,0,White
1,0,53,0,30319,No,F,High School,8,Private,6800,6,SUV,0,0,No,2,Urban,1,0,White
1,0,49,0,0,Yes,M,High School,69,Commercial,6400,1,Pickup,5032,3,No,7,Urban,1,0,Blue
0,0,55,0,70628,No,M,Bachelors,51,Commercial,18290,6,Van,5493,3,No,5,Urban,0,1,White
0,0,51,0,57906,Yes,F,Bachelors,51,Commercial,25780,11,Minivan,10019,2,No,5,Urban,0,0,Blue
1,0,51,0,38668,No,M,Bachelors,49,Private,1500,6,Minivan,31344,3,Yes,2,Rural,0,1,White
0,0,39,0,58544,No,F,Bachelors,29,Private,26050,13,Minivan,0,0,No,4,Rural,0,0,White
0,1,40,1,2660,Yes,M,<High School,48,Private,5770,4,Pickup,0,0,No,3,Rural,0,1,Blue
0,0,37,0,54416,No,F,Masters,55,Private,15800,7,SUV,0,0,No,1,Urban,0,0,White
1,0,44,0,69236,Yes,F,High School,38,Private,5800,1,Sports Car,0,0,No,0,Urban,1,0,Blue
1,0,39,1,12854,No,F,<High School,25,Commercial,12800,11,SUV,2452,1,No,3,Rural,0,1,Blue
0,0,51,0,68128,Yes,M,Masters,25,Private,13410,1,Minivan,0,0,No,0,Urban,0,0,White
0,0,41,0,36807,No,M,<High School,37,Commercial,11030,1,Pickup,0,0,No,0,Rural,1,1,Blue
1,0,40,0,0,No,F,Bachelors,31,Private,7470,15,SUV,9603,2,No,3,Urban,0,1,Blue
0,0,33,1,95584,No,F,Bachelors,27,Commercial,24610,4,Pickup,0,0,No,0,Rural,0,0,Blue
0,0,35,0,78582,Yes,M,Bachelors,28,Private,12860,4,Minivan,0,0,No,1,Urban,0,0,White
0,0,55,0,30028,Yes,F,High School,10,Private,9430,7,SUV,0,0,No,0,Rural,1,1,White
1,0,56,0,0,Yes,F,Bachelors,32,Private,1500,1,SUV,0,0,No,1,Urban,0,0,Blue
1,0,35,0,64379,No,M,Bachelors,88,Commercial,15030,1,Minivan,0,0,No,0,Rural,0,1,Blue
1,0,45,0,0,No,F,Bachelors,40,Private,6000,1,SUV,3373,3,No,1,Urban,0,0,Blue
1,0,33,1,82407,No,M,High School,51,Commercial,4600,1,Pickup,1794,2,No,0,Urban,0,1,Blue
0,0,48,0,97019,No,M,Bachelors,31,Private,14040,9,Minivan,1065,2,No,1,Urban,0,0,White
1,1,54,1,64155,Yes,F,Bachelors,34,Private,13320,10,SUV,7884,5,No,1,Urban,0,0,White
0,0,46,0,44358,Yes,F,<High School,9,Private,10540,1,SUV,0,0,No,2,Rural,0,0,White
0,0,42,1,0,No,M,<High School,49,Commercial,24600,1,Panel Truck,48684,1,Yes,0,Rural,0,1,Blue
0,0,48,0,64133,No,F,High School,34,Private,7910,4,SUV,0,0,No,0,Urban,0,0,White
1,1,45,1,101470,Yes,F,Bachelors,25,Commercial,11840,3,SUV,0,0,Yes,3,Urban,0,0,Blue
1,0,32,1,0,Yes,M,<High School,36,Commercial,9150,10,Pickup,0,0,No,4,Urban,1,0,Blue
1,0,26,1,110880,Yes,F,Masters,29,Private,3900,18,SUV,0,0,No,3,Urban,0,0,White
0,0,49,0,104462,No,M,Masters,32,Private,25630,1,Minivan,0,0,No,0,Urban,0,0,White
0,0,56,0,142333,Yes,M,Bachelors,25,Private,21330,1,Minivan,0,0,No,0,Urban,0,0,White
0,0,46,0,46926,Yes,M,Bachelors,34,Private,12360,5,Minivan,0,0,No,0,Rural,0,0,White
1,0,37,0,78341,No,M,Bachelors,47,Commercial,10890,4,Pickup,3857,4,No,2,Urban,0,1,White
0,0,47,0,94054,Yes,M,Bachelors,46,Commercial,6200,9,Pickup,0,0,No,1,Urban,0,0,Blue
1,0,64,0,65398,Yes,F,Masters,53,Private,13810,11,Sports Car,9658,1,No,0,Urban,0,0,White
0,0,33,1,28182,Yes,F,High School,40,Private,7840,6,SUV,0,0,No,4,Urban,1,0,White
0,0,42,0,58460,No,F,<High School,36,Private,20230,17,Minivan,0,0,No,1,Rural,0,0,Blue
0,0,44,1,67730,Yes,F,<High School,44,Private,16800,4,Pickup,0,0,No,1,Rural,1,0,Blue
1,0,41,0,85545,No,F,Masters,36,Private,6000,1,Sports Car,26003,2,Yes,4,Urban,0,1,White
0,1,39,1,19785,Yes,F,<High School,5,Private,26210,10,Sports Car,0,0,No,0,Urban,0,0,Blue
0,0,38,1,730,Yes,F,Bachelors,80,Commercial,13830,4,SUV,0,0,No,0,Rural,0,0,Blue
1,0,25,1,59896,Yes,F,Bachelors,30,Private,11780,1,SUV,30213,2,Yes,4,Urban,0,0,White
0,0,53,0,21267,No,M,High School,35,Commercial,8930,3,Minivan,0,0,No,0,Rural,1,1,Blue
1,0,37,0,0,Yes,F,High School,40,Commercial,5200,1,Sports Car,6064,1,No,0,Urban,0,0,Blue
1,0,56,0,231004,Yes,M,PhD,22,Commercial,30200,1,Panel Truck,7092,2,No,0,Urban,0,0,White
0,0,37,0,45147,Yes,F,Masters,76,Private,11470,13,SUV,23588,1,Yes,1,Urban,0,0,White
0,0,51,0,0,Yes,M,High School,30,Commercial,19480,4,Van,0,0,No,0,Rural,0,1,Blue
1,0,55,0,37523,Yes,F,<High School,28,Private,10750,1,SUV,0,0,No,0,Urban,0,0,Blue
0,0,50,0,154602,No,M,Masters,36,Private,6500,7,Pickup,0,0,No,1,Urban,0,1,White
0,0,55,0,48509,Yes,F,High School,31,Commercial,6400,13,SUV,9009,2,No,1,Urban,0,0,Blue
1,0,48,0,0,Yes,F,High School,47,Commercial,7380,17,SUV,4969,1,No,5,Urban,0,1,Blue
0,0,51,0,85345,Yes,M,Masters,37,Commercial,34270,4,Panel Truck,8481,3,No,5,Urban,0,1,White
0,0,50,0,28299,Yes,F,Bachelors,40,Private,1500,6,Sports Car,0,0,No,0,Urban,0,0,Blue
0,0,53,0,58319,No,M,Masters,13,Private,12630,4,Minivan,4582,2,No,5,Urban,0,0,White
0,0,52,0,67096,No,F,PhD,38,Private,13410,6,SUV,0,0,No,0,Urban,0,1,White
0,0,43,0,87597,Yes,F,Bachelors,41,Private,12530,3,SUV,0,0,No,0,Rural,0,0,White
0,0,57,0,40864,Yes,F,High School,39,Private,12820,4,SUV,0,0,No,1,Rural,1,0,White
1,1,45,1,65801,No,F,High School,14,Commercial,16070,1,SUV,7056,1,No,3,Urban,1,1,Blue
0,0,48,0,212960,Yes,F,PhD,13,Private,28530,1,Sports Car,0,0,No,0,Urban,0,0,White
1,0,35,1,66452,No,M,Bachelors,39,Private,23100,6,Minivan,0,0,No,2,Urban,0,1,White
0,0,49,0,54639,No,M,<High School,50,Private,28140,1,Minivan,0,0,No,0,Rural,1,1,White
0,0,47,0,62538,No,F,Masters,21,Private,20530,1,Minivan,26544,2,Yes,1,Urban,0,0,White
1,1,60,1,35120,No,M,<High School,37,Commercial,17700,4,Van,0,0,No,1,Urban,0,1,White
1,0,46,0,37192,Yes,M,High School,24,Commercial,6100,6,Pickup,0,0,No,4,Urban,1,0,White
0,0,40,0,61758,No,F,Masters,45,Private,15220,1,SUV,28003,2,Yes,0,Urban,0,1,White
0,0,42,1,0,No,F,<High School,64,Private,1500,1,Sports Car,0,0,No,2,Rural,0,0,Blue
0,0,41,0,104436,Yes,F,Bachelors,5,Commercial,26970,9,Pickup,0,0,No,4,Urban,0,0,White
1,0,53,0,0,No,F,High School,28,Commercial,18070,7,Pickup,20773,3,Yes,0,Urban,0,1,Blue
0,1,45,1,33464,Yes,M,High School,18,Private,6000,6,Pickup,2883,1,No,7,Urban,1,0,White
0,0,44,0,30242,Yes,M,Bachelors,40,Private,8920,1,Minivan,45823,2,No,5,Urban,0,0,White
0,0,39,0,33997,Yes,F,<High School,8,Private,22520,4,Pickup,0,0,No,0,Urban,0,0,Blue
0,0,48,0,30696,No,M,High School,51,Private,12100,3,Pickup,0,0,No,0,Rural,1,1,White
1,0,58,1,0,No,M,High School,51,Private,13140,1,Minivan,5696,4,No,9,Urban,1,1,Blue
0,0,51,0,133425,Yes,F,PhD,22,Private,19940,6,Minivan,4434,1,No,0,Urban,0,0,White
0,1,39,1,30600,Yes,M,<High School,7,Commercial,12760,6,Minivan,0,0,Yes,3,Rural,0,0,Blue
0,0,64,0,56744,Yes,F,Masters,35,Private,8810,13,Sports Car,0,0,No,1,Urban,1,1,White
0,0,44,1,109254,No,F,Bachelors,5,Private,24150,1,Sports Car,0,0,Yes,1,Urban,0,1,White
0,0,40,0,31311,No,M,High School,12,Commercial,8630,1,Minivan,0,0,No,1,Rural,1,0,Blue
0,0,39,0,30394,No,F,Bachelors,59,Private,8370,1,SUV,0,0,No,1,Rural,0,1,White
1,0,52,0,41367,Yes,M,High School,7,Commercial,10840,1,Pickup,0,0,No,2,Urban,0,0,Blue
0,0,58,0,195415,Yes,F,PhD,28,Private,26840,1,Pickup,0,0,No,2,Urban,0,1,White
0,0,44,1,107278,Yes,F,High School,35,Commercial,28590,7,Minivan,0,0,No,1,Urban,1,0,Blue
0,0,48,0,112684,No,M,Masters,38,Private,18060,11,Minivan,0,0,Yes,1,Urban,0,0,White
1,0,47,0,19527,No,F,High School,50,Commercial,8150,1,SUV,23275,1,Yes,2,Urban,1,0,Blue
0,0,47,0,53564,Yes,M,High School,29,Commercial,15420,9,Minivan,4608,2,No,0,Urban,1,0,Blue
0,1,43,1,60860,Yes,M,Bachelors,40,Commercial,18240,10,Minivan,0,0,Yes,0,Urban,0,0,Blue
1,0,38,1,19122,No,M,High School,40,Commercial,5300,10,Pickup,0,0,Yes,0,Urban,1,1,White
0,0,69,0,16122,Yes,F,Masters,71,Private,24500,1,Sports Car,6364,3,No,0,Urban,0,0,White
1,0,27,1,0,No,F,Bachelors,16,Commercial,14900,7,SUV,33611,1,Yes,4,Urban,0,1,Blue
1,0,49,0,0,No,F,Bachelors,16,Commercial,8820,1,Pickup,29572,3,Yes,2,Urban,0,1,Blue
0,0,38,0,69618,Yes,F,Bachelors,36,Private,7510,11,SUV,0,0,No,0,Urban,0,0,White
0,0,49,0,28123,Yes,F,<High School,83,Private,7410,1,SUV,0,0,No,0,Rural,0,0,White
0,0,52,0,33933,Yes,M,High School,25,Commercial,11630,6,Pickup,3764,2,No,1,Urban,0,0,Blue
0,0,50,0,41656,Yes,M,<High School,26,Private,10670,17,Minivan,0,0,No,0,Rural,1,0,White
0,0,33,1,85030,Yes,F,Bachelors,24,Private,23220,4,SUV,0,0,No,2,Urban,0,0,White
0,0,55,0,35594,No,F,Bachelors,43,Private,19760,3,Pickup,20437,3,No,1,Urban,0,0,White
0,0,54,0,52722,No,M,High School,55,Private,12170,6,Minivan,0,0,No,0,Urban,1,1,White
0,0,56,0,184068,No,M,PhD,31,Commercial,27560,10,Panel Truck,5224,3,No,2,Urban,0,1,White
0,0,47,0,42474,Yes,F,Masters,31,Private,13790,17,SUV,0,0,No,3,Urban,0,0,White
0,0,53,0,51435,No,M,High School,33,Commercial,29260,10,Panel Truck,4099,1,No,3,Urban,1,1,White
1,0,33,1,26177,No,M,High School,33,Commercial,6780,10,Pickup,3469,3,No,5,Urban,0,0,Blue
1,0,42,1,44955,Yes,M,Bachelors,30,Private,18790,13,Minivan,0,0,No,2,Urban,0,0,White
0,0,49,0,70135,Yes,F,Bachelors,17,Private,8510,9,SUV,0,0,No,4,Urban,0,0,White
0,0,31,1,17398,No,F,High School,26,Private,8550,6,SUV,0,0,No,0,Rural,1,1,White
0,0,55,0,72085,Yes,M,Bachelors,5,Private,20040,6,Van,0,0,No,0,Urban,1,0,White
1,0,47,0,85183,Yes,F,Bachelors,40,Commercial,34380,7,Van,6308,2,No,2,Urban,0,0,White
1,1,61,1,36611,Yes,M,High School,28,Private,8380,7,SUV,1139,3,No,1,Urban,1,0,White
0,0,48,0,113910,No,F,Masters,34,Private,11010,7,SUV,0,0,Yes,1,Urban,0,1,White
1,0,30,1,69357,Yes,F,High School,33,Commercial,11440,4,Sports Car,0,0,No,0,Urban,0,0,Blue
1,0,61,0,179536,No,M,PhD,45,Private,7600,1,SUV,0,0,No,0,Urban,0,0,White
0,0,38,0,151347,Yes,M,PhD,49,Private,22280,6,Van,0,0,No,0,Urban,0,0,White
0,0,47,0,97611,Yes,F,Bachelors,12,Private,15960,7,SUV,808,1,No,0,Urban,1,0,White
0,0,32,1,54464,No,F,Bachelors,34,Private,10150,3,SUV,6474,3,No,0,Urban,0,0,White
1,1,43,1,32505,Yes,F,<High School,29,Commercial,3750,6,Sports Car,6714,1,No,11,Urban,1,0,Blue
0,0,43,0,263,No,M,High School,26,Private,16170,3,Minivan,42604,1,No,0,Urban,1,1,Blue
0,0,50,0,90015,Yes,F,Masters,49,Private,15500,10,Minivan,9082,1,No,0,Urban,0,0,White
0,0,40,1,12453,No,F,Bachelors,70,Commercial,5500,4,Sports Car,8149,3,No,5,Rural,0,1,Blue
0,0,53,0,58108,Yes,M,Bachelors,14,Private,6800,10,Pickup,0,0,No,0,Urban,0,0,White
0,0,51,0,81284,Yes,M,Masters,26,Private,26860,1,Minivan,0,0,No,0,Urban,0,0,White
0,0,53,0,44405,Yes,F,High School,24,Private,11240,1,Sports Car,29959,3,Yes,5,Urban,0,0,White
0,1,37,1,0,Yes,F,High School,41,Commercial,24380,7,SUV,0,0,No,1,Rural,0,1,Blue
1,0,61,0,62706,No,F,Masters,45,Private,13870,4,Sports Car,8081,1,Yes,4,Urban,0,0,White
0,0,36,0,0,Yes,M,Bachelors,35,Private,1500,4,SUV,0,0,No,0,Urban,0,1,Blue
1,1,37,1,0,Yes,F,High School,35,Private,5390,1,SUV,4650,2,No,4,Urban,0,0,Blue
1,1,42,1,34084,Yes,M,<High School,38,Private,4910,1,Pickup,0,0,No,1,Urban,0,0,White
1,0,28,1,0,No,M,Bachelors,33,Commercial,3830,1,Minivan,4311,1,No,0,Urban,0,1,Blue
0,0,41,1,97285,Yes,M,Bachelors,44,Commercial,20380,6,Van,0,0,No,3,Rural,0,0,Blue
1,1,45,1,67633,Yes,F,High School,29,Private,6000,4,Sports Car,4339,3,No,3,Urban,0,0,Blue
0,0,52,0,137357,No,F,Masters,11,Private,17750,10,Minivan,0,0,No,0,Urban,0,0,White
1,0,51,0,144798,No,F,Bachelors,29,Commercial,44590,1,Panel Truck,8331,2,No,5,Urban,0,0,White
0,1,38,1,83053,No,F,Bachelors,29,Private,20120,9,SUV,5068,2,No,3,Urban,0,1,White
0,0,35,0,55424,No,F,<High School,64,Private,16260,4,SUV,0,0,No,0,Urban,0,1,Blue
0,1,44,1,47543,Yes,M,High School,19,Commercial,20380,4,Van,7039,1,No,3,Urban,1,0,Blue
0,0,52,1,35681,No,F,High School,28,Commercial,15210,3,SUV,0,0,No,1,Urban,0,1,Blue
0,0,54,0,49268,Yes,M,Masters,20,Private,20570,10,Minivan,0,0,No,5,Urban,0,0,White
0,0,37,0,58561,Yes,M,Masters,15,Private,5590,7,Minivan,2942,3,No,3,Urban,0,0,White
1,0,61,0,59690,Yes,F,PhD,44,Private,13570,10,Sports Car,0,0,No,0,Urban,0,0,White
0,0,54,0,103598,Yes,F,Masters,16,Private,34170,7,Pickup,0,0,No,2,Urban,0,0,White
0,0,51,0,63265,No,M,High School,37,Private,17890,10,Minivan,0,0,No,0,Rural,1,1,Blue
1,0,39,0,54960,Yes,M,High School,5,Commercial,10450,4,Pickup,0,0,No,2,Urban,0,0,Blue
0,0,49,0,97887,Yes,F,Masters,26,Private,10150,17,SUV,0,0,No,0,Urban,0,0,White
0,0,49,0,60079,Yes,F,Bachelors,33,Private,17310,6,Minivan,0,0,No,3,Urban,0,0,White
0,0,46,0,140919,Yes,F,Masters,49,Private,22700,13,Minivan,0,0,No,2,Rural,0,0,White
0,0,53,0,114845,Yes,F,Bachelors,54,Commercial,24930,6,Pickup,0,0,Yes,0,Urban,0,0,White
1,0,51,0,0,Yes,M,High School,34,Commercial,26580,7,Panel Truck,5921,5,No,0,Urban,1,1,Blue
1,0,53,0,35168,No,M,<High School,41,Private,11250,1,Pickup,5103,3,No,0,Urban,0,0,Blue
0,0,54,0,35638,Yes,F,PhD,34,Private,12340,1,Sports Car,1278,2,No,0,Urban,0,0,White
1,0,54,0,52409,No,M,Bachelors,40,Private,12140,3,Pickup,1986,4,No,2,Urban,0,0,White
1,0,36,0,39019,Yes,F,High School,46,Private,14420,3,SUV,1414,1,No,0,Urban,0,0,White
0,0,48,0,81389,Yes,F,Bachelors,48,Private,14440,10,SUV,0,0,No,0,Urban,0,0,White
0,0,48,0,118753,Yes,M,Bachelors,47,Private,13380,6,Minivan,0,0,No,0,Urban,1,0,White
0,0,52,0,94022,Yes,F,Masters,13,Private,23260,10,Sports Car,0,0,No,4,Urban,0,0,White
1,0,64,0,12291,Yes,M,<High School,33,Private,15280,1,SUV,6247,2,No,2,Urban,0,0,White
0,0,46,0,189106,No,F,PhD,5,Private,6100,1,SUV,32969,1,Yes,1,Urban,0,0,White
0,0,32,0,57511,Yes,M,Bachelors,39,Commercial,1500,1,Minivan,0,0,No,3,Rural,0,0,Blue
1,0,36,0,907,Yes,M,<High School,43,Private,8160,1,Pickup,5386,1,No,4,Urban,0,1,Blue
0,1,66,1,182270,Yes,F,PhD,9,Private,35810,1,Sports Car,0,0,No,1,Urban,0,0,White
0,0,40,0,78188,No,F,Bachelors,42,Commercial,40860,13,Pickup,0,0,No,0,Urban,0,0,Blue
0,0,46,0,56460,Yes,F,Bachelors,5,Commercial,24120,6,Pickup,7688,4,No,3,Urban,0,0,White
0,0,53,1,37172,No,F,High School,5,Commercial,20960,1,Minivan,0,0,No,0,Urban,1,0,Blue
0,0,44,1,86624,Yes,F,Masters,35,Private,18560,4,Sports Car,0,0,No,7,Urban,0,0,White
0,0,59,0,98537,Yes,M,PhD,5,Private,17780,18,Van,0,0,No,0,Urban,0,1,White
0,0,33,0,22962,No,M,High School,27,Commercial,25380,6,Panel Truck,0,0,No,0,Urban,0,1,Blue
0,0,46,0,63903,Yes,M,Bachelors,30,Commercial,20950,1,Van,0,0,No,0,Rural,0,0,White
0,0,29,0,86159,Yes,M,Bachelors,29,Commercial,16250,1,Van,0,0,No,2,Rural,0,0,Blue
0,0,45,0,48344,No,M,Masters,59,Commercial,24350,13,Panel Truck,0,0,No,0,Urban,0,1,White
0,0,55,0,65629,Yes,F,Bachelors,5,Commercial,22750,4,Minivan,0,0,No,0,Urban,0,0,Blue
0,0,31,1,137663,Yes,F,PhD,46,Private,14300,1,Minivan,0,0,No,1,Urban,0,0,White
0,0,46,0,0,Yes,F,High School,5,Private,13420,1,SUV,0,0,Yes,2,Urban,0,1,Blue
1,0,44,1,0,Yes,M,High School,25,Private,15070,9,Minivan,0,0,No,2,Rural,0,1,Blue
0,0,47,0,29630,No,M,Bachelors,27,Commercial,20780,6,Van,0,0,No,2,Rural,0,0,White
0,0,42,1,118052,No,F,Masters,30,Private,28930,7,Sports Car,2568,2,No,0,Urban,0,1,White
0,0,48,0,113910,No,F,Masters,8,Private,17690,1,Minivan,0,0,No,2,Urban,0,1,White
0,0,31,1,0,Yes,M,Masters,66,Private,7860,6,SUV,1105,2,No,2,Rural,0,0,Blue
1,0,36,1,61320,No,F,Bachelors,34,Private,11580,4,SUV,23198,3,Yes,5,Urban,0,1,White
0,0,49,0,57714,No,M,Bachelors,5,Commercial,21450,10,Van,0,0,No,5,Urban,1,1,White
0,0,47,0,25620,Yes,M,High School,64,Private,8760,6,Minivan,0,0,No,0,Rural,0,0,White
1,0,38,1,40248,Yes,M,High School,27,Commercial,11520,1,Minivan,0,0,No,1,Urban,0,0,Blue
1,0,33,1,0,Yes,M,<High School,5,Commercial,8700,4,Pickup,0,0,No,0,Urban,1,1,Blue
1,0,25,1,3355,No,M,Bachelors,27,Commercial,10060,4,Pickup,0,0,No,0,Urban,0,1,Blue
1,0,45,1,35441,Yes,F,Masters,39,Private,6000,1,SUV,9611,2,No,6,Urban,0,0,White
0,0,60,0,32603,No,M,PhD,38,Private,12840,1,Minivan,8294,4,No,0,Urban,0,1,White
0,0,48,0,49602,Yes,M,High School,10,Commercial,17030,13,Van,0,0,No,0,Rural,1,0,White
0,0,55,0,20046,Yes,F,Masters,26,Private,39580,13,Minivan,0,0,No,0,Urban,0,0,White
0,0,46,0,182650,Yes,M,Masters,59,Commercial,34540,1,Panel Truck,0,0,No,0,Urban,0,0,White
0,0,40,1,44029,Yes,F,<High School,5,Private,9900,17,SUV,0,0,No,0,Urban,0,0,Blue
0,0,52,0,61988,Yes,F,Masters,24,Private,12900,4,SUV,0,0,No,0,Urban,0,0,White
0,0,54,0,76799,No,F,Masters,45,Private,20410,6,SUV,0,0,No,0,Urban,0,1,White
0,0,54,0,52088,Yes,M,High School,36,Commercial,10470,1,Pickup,0,0,No,0,Urban,1,1,Blue
0,0,46,0,43220,Yes,F,Masters,28,Private,6100,1,SUV,2882,1,No,4,Urban,0,0,White
0,0,56,1,69098,Yes,F,Bachelors,21,Private,11800,1,SUV,0,0,No,0,Urban,0,0,White
0,0,44,0,89782,Yes,F,Masters,45,Private,10260,11,SUV,0,0,No,0,Urban,0,0,White
0,0,36,1,76845,No,F,High School,34,Private,17420,6,Minivan,0,0,Yes,0,Rural,0,1,White
0,0,56,0,1336,No,M,Masters,18,Private,16140,1,Minivan,0,0,No,2,Urban,0,0,White
0,0,50,0,78100,Yes,M,Masters,28,Private,13380,25,Minivan,0,0,No,0,Urban,0,0,White
1,1,40,1,40015,No,M,High School,15,Commercial,25120,1,Panel Truck,0,0,No,2,Urban,1,0,Blue
0,0,53,0,62405,Yes,M,High School,39,Private,11400,14,Pickup,0,0,No,0,Urban,0,0,White
0,0,48,0,105356,Yes,M,Bachelors,55,Commercial,16840,6,Van,2605,3,No,5,Urban,0,1,White
0,0,45,0,86810,Yes,F,Bachelors,44,Private,17670,1,SUV,0,0,No,1,Urban,0,0,White
0,0,34,1,30432,No,M,High School,40,Commercial,16420,1,Van,3367,1,No,4,Urban,1,0,White
1,0,44,0,0,Yes,F,High School,65,Private,5900,1,SUV,3218,1,No,7,Urban,0,0,Blue
0,0,43,0,0,No,F,High School,20,Private,1620,1,SUV,0,0,No,1,Rural,0,1,Blue
0,1,44,1,81966,Yes,F,Bachelors,23,Commercial,19600,1,Minivan,3592,3,No,6,Urban,0,0,Blue
0,1,40,1,26130,Yes,F,<High School,47,Private,14810,8,Minivan,858,2,No,0,Urban,0,0,White
0,0,48,0,0,No,F,Masters,20,Private,8470,6,Sports Car,21949,2,No,0,Urban,0,0,Blue
0,0,36,1,40834,Yes,F,High School,48,Private,10080,3,Sports Car,0,0,Yes,0,Rural,1,0,Blue
0,0,40,0,79282,Yes,F,Bachelors,27,Private,21350,6,SUV,0,0,No,0,Urban,1,0,White
0,0,46,0,38392,Yes,M,<High School,52,Private,9940,4,Pickup,5629,1,No,2,Urban,1,0,Blue
1,0,39,0,23919,No,F,<High School,29,Private,5400,6,Sports Car,4031,1,No,4,Urban,0,1,White
0,0,39,1,79484,Yes,F,Bachelors,19,Commercial,5400,1,SUV,0,0,No,2,Rural,0,0,Blue
0,0,48,0,77039,No,F,Masters,25,Private,9200,6,SUV,0,0,No,0,Urban,0,1,White
0,0,61,0,0,No,F,<High School,62,Private,16430,6,SUV,3106,1,No,6,Rural,0,1,Blue
0,0,44,0,0,No,F,Masters,21,Private,16560,6,Minivan,0,0,No,2,Urban,0,1,Blue
0,0,61,0,41349,Yes,F,High School,56,Commercial,14460,9,Sports Car,0,0,No,0,Rural,0,0,Blue
0,0,52,0,40556,Yes,M,High School,30,Commercial,11860,1,Pickup,0,0,No,2,Rural,0,0,White
0,0,49,0,56868,No,M,Bachelors,5,Private,13950,11,Minivan,0,0,No,0,Urban,0,1,White
1,1,44,1,111701,Yes,F,Bachelors,32,Private,16370,1,Sports Car,4873,2,No,1,Urban,0,0,White
1,0,50,0,71544,No,M,High School,36,Commercial,29900,4,Panel Truck,10768,3,No,0,Urban,0,1,Blue
0,0,62,0,96415,Yes,M,PhD,5,Private,7700,7,Minivan,0,0,No,1,Urban,0,0,White
1,1,39,1,71304,Yes,F,Bachelors,43,Commercial,7210,4,SUV,0,0,Yes,2,Urban,0,1,White
0,0,48,0,185747,Yes,F,PhD,12,Private,40260,4,Van,0,0,No,0,Urban,0,0,Blue
0,0,55,0,54276,Yes,M,High School,28,Commercial,23470,4,Panel Truck,0,0,No,3,Urban,0,0,White
1,0,44,0,29914,No,F,High School,41,Commercial,5900,3,Sports Car,0,0,No,1,Rural,1,1,Blue
0,0,50,0,69726,Yes,M,Bachelors,46,Private,18460,7,Minivan,1226,1,No,0,Urban,0,0,White
0,0,44,1,87950,Yes,F,Bachelors,5,Commercial,21790,6,Minivan,0,0,No,1,Urban,1,0,Blue
0,0,42,1,86216,Yes,M,Bachelors,46,Commercial,4970,4,Pickup,0,0,No,5,Rural,0,0,White
0,0,57,0,135361,Yes,M,Masters,41,Private,15040,4,Minivan,0,0,No,1,Rural,0,0,White
0,0,39,0,69514,Yes,M,Masters,20,Private,8450,1,Pickup,0,0,No,1,Urban,0,1,White
0,1,42,1,34560,Yes,M,<High School,36,Private,21040,10,Minivan,0,0,No,2,Urban,0,0,White
1,1,40,1,82565,No,M,Bachelors,14,Commercial,26440,6,Panel Truck,3699,3,No,0,Urban,0,1,White
1,0,49,0,3044,No,F,High School,65,Private,1800,6,Sports Car,0,0,No,4,Urban,0,1,Blue
0,0,48,0,47748,Yes,F,High School,45,Private,11070,1,SUV,23937,5,Yes,0,Urban,1,0,White
0,0,38,1,107958,No,F,Bachelors,11,Private,24270,11,SUV,0,0,No,1,Urban,0,0,White
0,0,39,1,52052,No,F,Bachelors,42,Private,12690,1,SUV,0,0,No,1,Urban,0,1,White
